roll,pitch,yaw,xaccel,yaccel,zaccel
1.278,-0.245,0.157,0.037,0.195,0.974
1.225,-0.175,0.228,0.036,0.191,0.976
1.278,-0.157,0.21,0.035,0.195,0.974
1.26,-0.157,0.228,0.035,0.193,0.977
1.19,-0.175,0.21,0.036,0.193,0.975
1.207,-0.21,0.28,0.038,0.194,0.976
1.225,-0.262,0.262,0.038,0.193,0.977
1.295,-0.157,0.262,0.037,0.196,0.976
1.278,-0.21,0.21,0.039,0.194,0.975
1.242,-0.175,0.14,0.037,0.194,0.972
1.26,-0.228,0.21,0.037,0.194,0.976
1.173,-0.14,0.192,0.036,0.192,0.975
1.19,-0.228,0.28,0.039,0.193,0.977
1.173,-0.192,0.245,0.036,0.192,0.975
1.26,-0.14,0.315,0.036,0.194,0.975
1.207,-0.192,0.192,0.038,0.193,0.974
1.207,-0.14,0.175,0.037,0.192,0.973
1.19,-0.192,0.21,0.038,0.192,0.973
1.155,-0.123,0.228,0.037,0.192,0.977
1.435,-0.14,0.228,0.035,0.194,0.976
1.312,-0.157,0.192,0.037,0.192,0.976
1.19,-0.14,0.262,0.038,0.194,0.976
1.33,-0.123,0.298,0.037,0.193,0.976
1.312,-0.105,0.228,0.037,0.193,0.978
1.242,-0.157,0.21,0.038,0.19,0.974
1.295,-0.21,0.175,0.037,0.194,0.973
1.242,-0.175,0.262,0.04,0.193,0.976
1.173,-0.262,0.262,0.036,0.196,0.976
1.173,-0.262,0.245,0.037,0.193,0.973
1.085,-0.245,0.228,0.037,0.191,0.975
1.067,-0.262,0.192,0.035,0.193,0.974
1.102,-0.28,0.21,0.038,0.193,0.976
1.19,-0.175,0.21,0.036,0.194,0.975
1.173,-0.21,0.228,0.039,0.193,0.976
1.19,-0.192,0.21,0.035,0.193,0.974
1.278,-0.28,0.28,0.035,0.194,0.975
1.242,-0.228,0.192,0.037,0.192,0.973
1.295,-0.175,0.14,0.037,0.194,0.975
1.312,-0.157,0.228,0.036,0.196,0.973
1.207,-0.123,0.192,0.036,0.193,0.976
1.225,-0.21,0.262,0.036,0.19,0.975
1.26,-0.157,0.21,0.034,0.194,0.976
1.278,-0.175,0.35,0.035,0.195,0.975
1.225,-0.192,0.21,0.038,0.191,0.976
1.225,-0.245,0.228,0.034,0.193,0.976
1.278,-0.157,0.245,0.037,0.193,0.976
1.138,-0.052,0.21,0.038,0.193,0.976
1.207,-0.157,0.228,0.038,0.193,0.976
1.242,-0.123,0.245,0.036,0.193,0.976
1.33,-0.175,0.245,0.035,0.193,0.975
1.383,-0.262,0.21,0.037,0.193,0.974
1.155,-0.175,0.298,0.038,0.194,0.976
1.242,-0.21,0.262,0.035,0.193,0.975
1.242,-0.157,0.192,0.036,0.194,0.974
1.365,-0.105,0.192,0.038,0.192,0.977
1.207,-0.157,0.228,0.037,0.193,0.975
1.26,-0.175,0.175,0.038,0.193,0.972
1.102,-0.105,0.262,0.037,0.193,0.976
1.207,-0.157,0.21,0.037,0.193,0.977
1.26,-0.14,0.21,0.038,0.193,0.975
1.383,-0.262,0.28,0.036,0.193,0.977
1.295,-0.262,0.157,0.038,0.193,0.975
1.26,-0.245,0.228,0.036,0.195,0.975
1.242,-0.28,0.245,0.034,0.193,0.976
1.085,-0.245,0.262,0.038,0.193,0.977
1.278,-0.157,0.28,0.039,0.194,0.976
1.19,-0.245,0.21,0.038,0.194,0.975
1.33,-0.21,0.228,0.037,0.191,0.976
1.365,-0.123,0.228,0.037,0.192,0.977
1.242,-0.228,0.262,0.037,0.193,0.975
1.138,-0.28,0.245,0.037,0.192,0.976
1.155,-0.21,0.28,0.036,0.194,0.975
1.173,-0.228,0.245,0.036,0.196,0.973
1.225,-0.21,0.245,0.035,0.194,0.976
1.225,-0.21,0.228,0.039,0.193,0.976
1.19,-0.087,0.192,0.036,0.194,0.974
1.242,-0.175,0.14,0.035,0.194,0.978
1.295,-0.175,0.21,0.036,0.195,0.975
1.347,-0.105,0.28,0.036,0.194,0.976
1.26,-0.123,0.28,0.036,0.193,0.975
1.312,-0.157,0.245,0.039,0.193,0.977
1.242,-0.087,0.21,0.036,0.193,0.976
1.225,-0.14,0.228,0.038,0.193,0.974
1.312,-0.123,0.262,0.035,0.195,0.976
1.155,-0.175,0.262,0.037,0.196,0.977
1.19,-0.157,0.262,0.036,0.193,0.974
1.207,-0.245,0.14,0.038,0.193,0.973
1.33,-0.228,0.245,0.034,0.192,0.976
1.26,-0.228,0.245,0.037,0.196,0.975
1.278,-0.21,0.21,0.036,0.194,0.974
1.19,-0.157,0.228,0.038,0.193,0.975
1.225,-0.192,0.262,0.035,0.194,0.975
1.242,-0.21,0.262,0.036,0.193,0.975
1.242,-0.157,0.228,0.037,0.194,0.974
1.383,-0.192,0.262,0.038,0.194,0.976
1.19,-0.175,0.192,0.037,0.194,0.975
1.19,-0.228,0.245,0.033,0.193,0.976
1.295,-0.28,0.192,0.036,0.192,0.975
1.225,-0.157,0.21,0.036,0.192,0.977
1.225,-0.105,0.21,0.039,0.193,0.975
1.207,-0.192,0.245,0.038,0.193,0.975
1.207,-0.192,0.21,0.038,0.194,0.977
1.19,-0.157,0.192,0.037,0.193,0.974
1.19,-0.21,0.245,0.039,0.191,0.976
1.173,-0.175,0.28,0.036,0.194,0.976
1.33,-0.157,0.21,0.038,0.193,0.976
1.278,-0.175,0.262,0.038,0.193,0.976
1.242,-0.105,0.157,0.035,0.195,0.976
1.365,-0.21,0.245,0.035,0.191,0.976
1.207,-0.123,0.28,0.036,0.193,0.976
1.173,-0.175,0.28,0.034,0.194,0.977
1.225,-0.228,0.175,0.036,0.194,0.977
1.278,-0.21,0.192,0.036,0.192,0.978
1.19,-0.228,0.262,0.038,0.194,0.977
1.207,-0.21,0.228,0.034,0.193,0.977
1.173,-0.192,0.192,0.037,0.193,0.976
1.225,-0.157,0.245,0.037,0.193,0.975
1.138,-0.192,0.123,0.037,0.194,0.975
1.19,-0.21,0.175,0.033,0.193,0.974
1.207,-0.21,0.262,0.038,0.192,0.975
1.242,-0.157,0.21,0.04,0.195,0.976
1.347,-0.192,0.192,0.037,0.194,0.976
1.242,-0.228,0.28,0.038,0.191,0.975
1.242,-0.228,0.245,0.033,0.193,0.975
1.278,-0.175,0.228,0.036,0.194,0.977
1.207,-0.087,0.21,0.038,0.195,0.977
1.33,-0.07,0.192,0.038,0.193,0.976
1.207,-0.157,0.228,0.034,0.194,0.978
1.225,-0.123,0.245,0.037,0.194,0.977
1.173,-0.192,0.298,0.037,0.195,0.975
1.207,-0.245,0.298,0.037,0.194,0.976
1.242,-0.28,0.175,0.037,0.193,0.975
1.225,-0.228,0.192,0.037,0.194,0.974
1.19,-0.228,0.28,0.034,0.193,0.975
1.312,-0.175,0.175,0.037,0.194,0.976
1.19,-0.298,0.228,0.037,0.193,0.974
1.26,-0.157,0.262,0.039,0.194,0.976
1.173,-0.14,0.262,0.035,0.194,0.974
1.225,-0.175,0.262,0.037,0.194,0.975
1.155,-0.245,0.228,0.037,0.194,0.975
1.225,-0.228,0.245,0.038,0.192,0.974
1.278,-0.228,0.28,0.038,0.191,0.976
1.26,-0.052,0.245,0.036,0.195,0.975
1.242,-0.245,0.298,0.036,0.192,0.973
1.102,-0.262,0.245,0.036,0.197,0.978
1.383,-0.175,0.21,0.037,0.193,0.976
1.207,-0.157,0.245,0.036,0.191,0.976
1.19,-0.192,0.28,0.037,0.192,0.974
1.207,-0.192,0.21,0.038,0.194,0.976
1.225,-0.192,0.245,0.038,0.193,0.974
1.19,-0.175,0.245,0.036,0.195,0.976
1.19,-0.123,0.192,0.036,0.195,0.977
1.26,-0.14,0.245,0.036,0.195,0.978
1.26,-0.192,0.245,0.035,0.193,0.979
1.295,-0.228,0.175,0.037,0.196,0.978
1.365,-0.228,0.192,0.036,0.196,0.978
1.207,-0.157,0.298,0.037,0.193,0.977
1.26,-0.14,0.28,0.037,0.193,0.975
1.19,-0.175,0.245,0.036,0.194,0.976
1.207,-0.105,0.157,0.037,0.193,0.976
1.225,-0.21,0.21,0.039,0.194,0.976
1.278,-0.228,0.28,0.037,0.191,0.975
1.155,-0.14,0.298,0.038,0.194,0.975
1.207,-0.175,0.21,0.037,0.194,0.974
1.19,-0.14,0.245,0.035,0.193,0.975
1.225,-0.21,0.245,0.038,0.196,0.975
1.225,-0.175,0.175,0.038,0.192,0.976
1.26,-0.157,0.298,0.037,0.194,0.975
1.19,-0.192,0.14,0.039,0.194,0.975
1.278,-0.105,0.245,0.04,0.195,0.978
1.347,-0.123,0.262,0.038,0.194,0.978
1.26,-0.245,0.192,0.037,0.191,0.973
1.278,-0.262,0.21,0.037,0.195,0.975
1.102,-0.14,0.245,0.037,0.194,0.975
1.207,-0.175,0.21,0.037,0.192,0.972
1.278,-0.192,0.228,0.039,0.192,0.975
1.278,-0.192,0.228,0.034,0.194,0.976
1.102,-0.192,0.28,0.036,0.194,0.974
1.365,-0.228,0.262,0.037,0.193,0.976
1.207,-0.123,0.245,0.037,0.192,0.976
1.242,-0.21,0.228,0.038,0.194,0.976
1.225,-0.21,0.245,0.038,0.194,0.976
1.312,-0.245,0.228,0.037,0.198,0.977
1.26,-0.087,0.245,0.037,0.193,0.975
1.242,-0.228,0.175,0.038,0.194,0.978
1.225,-0.157,0.298,0.037,0.193,0.974
1.207,-0.157,0.28,0.037,0.195,0.975
1.138,-0.14,0.21,0.036,0.193,0.976
1.225,-0.123,0.192,0.035,0.193,0.975
1.26,-0.245,0.175,0.039,0.193,0.975
1.278,-0.21,0.262,0.035,0.193,0.976
1.347,-0.228,0.262,0.038,0.193,0.974
1.26,-0.175,0.28,0.038,0.196,0.974
1.173,-0.192,0.175,0.038,0.194,0.975
1.173,-0.192,0.228,0.038,0.194,0.975
1.33,-0.175,0.262,0.037,0.193,0.977
1.295,-0.105,0.21,0.034,0.195,0.976
1.242,-0.21,0.21,0.036,0.195,0.98
1.278,-0.157,0.175,0.038,0.195,0.976
1.295,-0.105,0.28,0.038,0.194,0.978
1.225,-0.192,0.245,0.036,0.194,0.978
1.207,-0.157,0.21,0.036,0.193,0.975
1.155,-0.157,0.298,0.037,0.194,0.976
1.12,-0.175,0.262,0.037,0.195,0.974
1.295,-0.14,0.262,0.038,0.194,0.974
1.207,-0.245,0.228,0.036,0.194,0.976
1.242,-0.21,0.157,0.034,0.195,0.977
1.225,-0.192,0.21,0.035,0.193,0.975
1.207,-0.228,0.21,0.037,0.194,0.977
1.067,-0.35,0.298,0.036,0.193,0.973
1.242,-0.175,0.333,0.039,0.194,0.977
1.295,-0.14,0.262,0.039,0.193,0.975
1.295,-0.123,0.262,0.038,0.194,0.977
1.225,-0.192,0.21,0.036,0.194,0.975
1.278,-0.228,0.245,0.038,0.194,0.976
1.278,-0.157,0.228,0.035,0.194,0.975
1.207,-0.123,0.245,0.037,0.195,0.974
1.242,-0.157,0.245,0.036,0.193,0.976
1.242,-0.105,0.262,0.039,0.195,0.975
1.173,-0.175,0.245,0.036,0.194,0.976
1.19,-0.28,0.245,0.035,0.194,0.974
1.19,-0.175,0.298,0.036,0.193,0.975
1.19,-0.192,0.192,0.035,0.196,0.975
1.173,-0.175,0.192,0.038,0.193,0.974
1.295,-0.192,0.245,0.037,0.195,0.977
1.278,-0.157,0.262,0.036,0.192,0.975
1.383,-0.192,0.262,0.038,0.194,0.974
1.295,-0.175,0.175,0.038,0.195,0.977
1.207,-0.192,0.245,0.038,0.195,0.976
1.33,-0.175,0.28,0.037,0.192,0.976
1.347,-0.175,0.21,0.037,0.19,0.975
1.207,-0.21,0.262,0.037,0.195,0.977
1.312,-0.14,0.157,0.036,0.193,0.975
1.242,-0.192,0.157,0.039,0.193,0.974
1.155,-0.175,0.245,0.035,0.194,0.976
1.242,-0.262,0.298,0.038,0.196,0.976
1.26,-0.262,0.21,0.037,0.194,0.974
1.225,-0.175,0.245,0.037,0.195,0.975
1.19,-0.228,0.245,0.037,0.194,0.976
1.26,-0.262,0.228,0.033,0.193,0.977
1.19,-0.157,0.192,0.037,0.194,0.974
1.312,-0.105,0.175,0.039,0.193,0.979
1.26,-0.018,0.28,0.037,0.192,0.977
1.312,-0.105,0.192,0.035,0.197,0.977
1.242,-0.14,0.228,0.038,0.19,0.976
1.33,-0.192,0.245,0.038,0.193,0.976
1.173,-0.157,0.21,0.038,0.195,0.975
1.173,-0.175,0.262,0.036,0.193,0.977
1.242,-0.192,0.262,0.035,0.193,0.976
1.19,-0.157,0.21,0.035,0.194,0.976
1.155,-0.192,0.28,0.039,0.192,0.974
1.155,-0.175,0.228,0.04,0.192,0.975
1.19,-0.192,0.28,0.034,0.192,0.974
1.155,-0.228,0.21,0.039,0.191,0.974
1.295,-0.245,0.245,0.037,0.196,0.974
1.242,-0.192,0.21,0.039,0.193,0.976
1.173,-0.123,0.228,0.035,0.192,0.975
1.05,-0.123,0.21,0.037,0.195,0.975
1.138,-0.14,0.28,0.039,0.193,0.973
1.12,-0.105,0.298,0.038,0.193,0.975
1.138,-0.175,0.262,0.036,0.193,0.974
1.278,-0.157,0.245,0.039,0.191,0.976
1.225,-0.07,0.192,0.036,0.192,0.974
1.155,-0.228,0.192,0.041,0.193,0.976
1.365,-0.157,0.21,0.033,0.196,0.975
1.155,-0.192,0.262,0.035,0.195,0.976
1.138,-0.21,0.192,0.037,0.195,0.975
1.242,-0.157,0.245,0.039,0.195,0.975
1.173,-0.157,0.245,0.039,0.194,0.975
1.173,-0.192,0.21,0.035,0.195,0.975
1.19,-0.192,0.28,0.037,0.195,0.975
1.155,-0.245,0.192,0.039,0.193,0.977
1.26,-0.14,0.228,0.038,0.193,0.975
1.225,-0.157,0.192,0.036,0.193,0.974
1.26,-0.21,0.192,0.037,0.193,0.976
1.12,-0.21,0.228,0.039,0.192,0.975
1.155,-0.192,0.245,0.036,0.194,0.974
1.173,-0.21,0.14,0.038,0.194,0.974
1.26,-0.14,0.21,0.036,0.194,0.976
1.207,-0.192,0.28,0.037,0.193,0.977
1.278,-0.123,0.298,0.036,0.193,0.976
1.278,-0.228,0.175,0.035,0.195,0.977
1.365,-0.262,0.262,0.036,0.194,0.976
1.207,-0.21,0.228,0.037,0.193,0.974
1.312,-0.245,0.21,0.035,0.194,0.975
1.173,-0.245,0.245,0.038,0.193,0.976
1.278,-0.157,0.14,0.037,0.195,0.976
1.278,-0.105,0.21,0.036,0.193,0.979
1.383,-0.087,0.192,0.036,0.193,0.977
1.33,-0.175,0.228,0.037,0.197,0.979
1.26,-0.105,0.228,0.036,0.193,0.974
1.295,-0.21,0.192,0.038,0.195,0.976
1.173,-0.192,0.21,0.036,0.194,0.976
1.225,-0.123,0.262,0.037,0.194,0.975
1.242,-0.14,0.245,0.035,0.193,0.973
1.173,-0.192,0.262,0.037,0.193,0.976
1.242,-0.175,0.175,0.038,0.193,0.975
1.242,-0.192,0.192,0.036,0.192,0.975
1.19,-0.175,0.228,0.038,0.194,0.975
1.278,-0.157,0.175,0.037,0.196,0.979
1.173,-0.192,0.192,0.034,0.192,0.976
1.207,-0.14,0.298,0.037,0.194,0.976
1.207,-0.228,0.245,0.036,0.194,0.977
1.242,-0.228,0.21,0.04,0.192,0.975
1.207,-0.28,0.157,0.036,0.193,0.975
1.295,-0.14,0.192,0.036,0.196,0.975
1.173,-0.123,0.21,0.035,0.194,0.976
1.19,-0.21,0.21,0.036,0.194,0.973
1.225,-0.28,0.21,0.034,0.193,0.974
1.05,-0.14,0.245,0.037,0.194,0.974
1.26,-0.192,0.228,0.038,0.191,0.973
1.155,-0.14,0.228,0.037,0.196,0.978
1.225,-0.123,0.228,0.036,0.192,0.976
1.242,-0.175,0.262,0.038,0.194,0.976
1.207,-0.175,0.192,0.038,0.194,0.975
1.278,-0.175,0.192,0.034,0.192,0.977
1.19,-0.192,0.21,0.036,0.195,0.975
1.138,-0.105,0.262,0.037,0.194,0.976
1.312,-0.175,0.192,0.037,0.194,0.975
1.207,-0.228,0.228,0.036,0.195,0.974
1.138,-0.192,0.228,0.037,0.192,0.975
1.173,-0.192,0.228,0.038,0.192,0.973
1.19,-0.192,0.228,0.037,0.195,0.977
1.207,-0.245,0.157,0.037,0.193,0.975
1.26,-0.175,0.262,0.035,0.193,0.975
1.19,-0.228,0.262,0.036,0.195,0.975
1.26,-0.175,0.245,0.036,0.191,0.976
1.207,-0.157,0.262,0.037,0.194,0.976
1.207,-0.245,0.192,0.035,0.193,0.976
1.207,-0.157,0.262,0.036,0.194,0.974
1.225,-0.157,0.192,0.038,0.193,0.976
1.173,-0.21,0.262,0.036,0.194,0.976
1.207,-0.228,0.192,0.036,0.194,0.975
1.26,-0.262,0.175,0.036,0.193,0.978
1.26,-0.175,0.192,0.036,0.193,0.978
1.347,-0.035,0.298,0.036,0.195,0.976
1.278,-0.087,0.175,0.034,0.194,0.976
1.383,-0.175,0.245,0.037,0.193,0.975
1.225,-0.157,0.21,0.036,0.194,0.976
1.295,-0.175,0.21,0.033,0.193,0.975
1.295,-0.21,0.262,0.035,0.195,0.977
1.19,-0.175,0.28,0.038,0.195,0.974
1.278,-0.175,0.245,0.039,0.195,0.975
1.19,-0.21,0.192,0.036,0.193,0.975
1.067,-0.245,0.245,0.037,0.195,0.973
1.225,-0.175,0.245,0.037,0.192,0.972
1.102,-0.21,0.228,0.035,0.194,0.973
1.278,-0.175,0.228,0.036,0.195,0.973
1.19,-0.175,0.192,0.035,0.193,0.976
1.242,-0.245,0.262,0.037,0.192,0.976
1.19,-0.175,0.298,0.033,0.194,0.976
1.225,-0.175,0.21,0.038,0.193,0.975
1.225,-0.14,0.315,0.035,0.193,0.976
1.225,-0.105,0.21,0.035,0.194,0.977
1.242,-0.14,0.157,0.038,0.193,0.976
1.19,-0.14,0.21,0.037,0.194,0.979
1.207,-0.14,0.21,0.035,0.193,0.976
1.295,-0.192,0.157,0.036,0.196,0.976
1.155,-0.175,0.21,0.036,0.194,0.976
1.102,-0.175,0.262,0.037,0.194,0.977
1.19,-0.157,0.245,0.036,0.195,0.974
1.207,-0.21,0.21,0.035,0.193,0.976
1.225,-0.157,0.192,0.036,0.193,0.976
1.19,-0.192,0.245,0.036,0.193,0.973
1.33,-0.21,0.228,0.036,0.195,0.975
1.26,-0.228,0.228,0.039,0.192,0.973
1.207,-0.192,0.21,0.036,0.193,0.976
1.155,-0.175,0.262,0.038,0.193,0.975
1.225,-0.157,0.175,0.036,0.193,0.974
1.19,-0.21,0.228,0.037,0.194,0.974
1.173,-0.175,0.192,0.036,0.193,0.976
1.102,-0.21,0.262,0.036,0.194,0.976
1.173,-0.175,0.175,0.036,0.192,0.975
1.242,-0.105,0.245,0.04,0.194,0.974
1.155,-0.052,0.28,0.038,0.194,0.976
1.242,-0.14,0.262,0.034,0.193,0.976
1.155,-0.175,0.228,0.037,0.193,0.975
1.242,-0.07,0.192,0.037,0.194,0.976
1.347,-0.175,0.298,0.037,0.193,0.976
1.242,-0.07,0.228,0.036,0.193,0.977
1.312,-0.14,0.192,0.035,0.194,0.976
1.312,-0.157,0.262,0.038,0.195,0.974
1.278,-0.192,0.245,0.036,0.194,0.977
1.155,-0.192,0.228,0.033,0.192,0.975
1.242,-0.28,0.245,0.036,0.195,0.974
1.26,-0.192,0.245,0.036,0.192,0.977
1.225,-0.175,0.228,0.037,0.194,0.976
1.207,-0.175,0.28,0.036,0.194,0.976
1.435,-0.175,0.192,0.034,0.194,0.976
1.19,-0.21,0.21,0.038,0.194,0.976
1.19,-0.28,0.175,0.037,0.194,0.976
1.33,-0.21,0.228,0.036,0.192,0.974
1.295,-0.21,0.28,0.035,0.195,0.976
1.26,-0.192,0.228,0.037,0.195,0.978
1.19,-0.245,0.245,0.035,0.194,0.976
1.173,-0.14,0.262,0.037,0.193,0.975
1.295,-0.123,0.245,0.038,0.192,0.977
1.295,-0.087,0.262,0.038,0.192,0.976
1.312,-0.192,0.21,0.037,0.193,0.976
1.278,-0.14,0.192,0.038,0.194,0.978
1.312,-0.192,0.192,0.037,0.194,0.975
1.26,-0.262,0.245,0.037,0.194,0.976
1.278,-0.245,0.245,0.038,0.194,0.975
1.12,-0.14,0.28,0.036,0.193,0.973
1.138,-0.14,0.228,0.037,0.194,0.975
1.312,-0.245,0.192,0.035,0.197,0.978
1.295,-0.14,0.228,0.038,0.196,0.973
1.19,-0.175,0.21,0.037,0.193,0.973
1.242,-0.245,0.262,0.034,0.194,0.975
1.207,-0.21,0.175,0.038,0.194,0.975
1.138,-0.105,0.228,0.036,0.194,0.974
1.155,-0.21,0.14,0.038,0.194,0.976
1.26,-0.192,0.298,0.036,0.193,0.976
1.207,-0.07,0.28,0.039,0.194,0.976
1.19,-0.175,0.28,0.036,0.195,0.976
1.225,-0.175,0.245,0.037,0.192,0.976
1.19,-0.21,0.228,0.036,0.195,0.973
1.19,-0.21,0.175,0.038,0.193,0.977
1.207,-0.105,0.245,0.035,0.192,0.975
1.085,-0.157,0.228,0.036,0.193,0.976
1.173,-0.192,0.228,0.038,0.194,0.974
1.33,-0.157,0.192,0.038,0.195,0.975
1.242,-0.175,0.21,0.036,0.193,0.972
1.173,-0.21,0.21,0.037,0.191,0.975
1.207,-0.157,0.262,0.035,0.194,0.975
1.225,-0.175,0.28,0.037,0.193,0.977
1.225,-0.105,0.228,0.034,0.192,0.976
1.278,-0.123,0.28,0.037,0.196,0.977
1.242,-0.175,0.28,0.037,0.194,0.976
1.33,-0.21,0.245,0.038,0.194,0.974
1.242,-0.157,0.192,0.037,0.194,0.976
1.242,-0.175,0.228,0.038,0.195,0.973
1.278,-0.21,0.245,0.038,0.194,0.976
1.225,-0.14,0.192,0.038,0.193,0.976
1.312,-0.192,0.298,0.036,0.194,0.974
1.19,-0.262,0.21,0.038,0.193,0.976
1.155,-0.315,0.262,0.037,0.194,0.976
1.207,-0.175,0.262,0.037,0.193,0.972
1.102,-0.228,0.192,0.035,0.193,0.976
1.26,-0.245,0.28,0.038,0.194,0.975
1.26,-0.157,0.262,0.037,0.193,0.975
1.242,-0.105,0.28,0.035,0.196,0.978
1.173,-0.157,0.228,0.034,0.191,0.978
1.295,-0.175,0.262,0.037,0.196,0.977
1.155,-0.21,0.262,0.034,0.194,0.976
1.225,-0.175,0.298,0.037,0.191,0.977
1.155,-0.228,0.245,0.035,0.196,0.977
1.242,-0.14,0.262,0.034,0.192,0.977
1.242,-0.14,0.228,0.038,0.194,0.977
1.295,-0.175,0.245,0.038,0.193,0.976
1.278,-0.175,0.192,0.036,0.195,0.977
1.278,-0.262,0.228,0.036,0.193,0.975
1.225,-0.175,0.298,0.034,0.197,0.976
1.278,-0.07,0.228,0.034,0.193,0.975
1.278,-0.192,0.262,0.038,0.192,0.975
1.207,-0.157,0.245,0.037,0.192,0.975
1.242,-0.123,0.262,0.038,0.192,0.976
1.173,-0.192,0.21,0.039,0.193,0.975
1.173,-0.157,0.298,0.036,0.194,0.975
1.173,-0.105,0.21,0.037,0.193,0.974
1.173,-0.228,0.245,0.038,0.195,0.976
1.138,-0.228,0.192,0.038,0.194,0.975
1.278,-0.157,0.192,0.038,0.195,0.975
1.312,-0.245,0.157,0.035,0.196,0.977
1.19,-0.175,0.21,0.034,0.194,0.976
1.173,-0.123,0.245,0.037,0.192,0.973
1.155,-0.21,0.228,0.039,0.194,0.974
1.225,-0.14,0.245,0.037,0.194,0.975
1.173,-0.21,0.28,0.035,0.193,0.975
1.225,-0.157,0.228,0.038,0.195,0.975
1.26,-0.157,0.192,0.038,0.194,0.975
1.173,-0.21,0.333,0.038,0.197,0.975
1.225,-0.175,0.262,0.036,0.193,0.976
1.26,-0.157,0.262,0.038,0.195,0.976
1.225,-0.28,0.21,0.038,0.194,0.975
1.155,-0.157,0.262,0.038,0.194,0.975
1.225,-0.228,0.192,0.035,0.192,0.976
1.19,-0.123,0.262,0.037,0.193,0.974
1.242,-0.14,0.315,0.038,0.194,0.973
1.26,-0.157,0.228,0.035,0.196,0.977
1.312,-0.245,0.245,0.037,0.194,0.977
1.173,-0.105,0.21,0.037,0.195,0.975
1.207,-0.21,0.21,0.036,0.193,0.975
1.26,-0.157,0.262,0.035,0.193,0.976
1.242,-0.14,0.228,0.036,0.191,0.975
1.102,-0.21,0.228,0.034,0.196,0.977
1.138,-0.087,0.245,0.036,0.194,0.976
1.242,-0.14,0.262,0.038,0.194,0.975
1.19,-0.21,0.28,0.037,0.195,0.974
1.173,-0.21,0.175,0.037,0.196,0.974
1.242,-0.157,0.228,0.036,0.193,0.974
1.225,-0.157,0.157,0.036,0.192,0.974
1.242,-0.192,0.192,0.035,0.196,0.974
1.242,-0.175,0.228,0.035,0.192,0.976
1.26,-0.157,0.192,0.037,0.194,0.977
1.225,-0.192,0.192,0.038,0.193,0.975
1.19,-0.157,0.228,0.035,0.194,0.975
1.155,-0.123,0.157,0.039,0.194,0.975
1.26,-0.105,0.175,0.035,0.194,0.977
1.278,-0.157,0.245,0.038,0.194,0.976
1.278,-0.14,0.192,0.035,0.193,0.975
1.242,-0.123,0.28,0.039,0.194,0.974
1.225,-0.123,0.245,0.037,0.195,0.975
1.295,-0.21,0.228,0.036,0.193,0.976
1.26,-0.245,0.192,0.037,0.194,0.976
1.207,-0.14,0.21,0.039,0.193,0.974
1.278,-0.21,0.245,0.037,0.194,0.974
1.278,-0.192,0.228,0.037,0.195,0.977
1.19,-0.157,0.192,0.038,0.193,0.975
1.173,-0.14,0.21,0.038,0.193,0.979
1.33,-0.123,0.228,0.035,0.192,0.977
1.347,-0.123,0.192,0.037,0.192,0.977
1.26,-0.14,0.192,0.035,0.193,0.975
1.242,-0.245,0.192,0.037,0.191,0.975
1.242,-0.175,0.262,0.035,0.193,0.974
1.295,-0.157,0.21,0.037,0.195,0.976
1.138,-0.28,0.245,0.038,0.193,0.974
1.138,-0.21,0.175,0.037,0.194,0.973
1.155,-0.262,0.245,0.035,0.194,0.977
1.207,-0.192,0.175,0.036,0.195,0.977
1.295,-0.105,0.245,0.035,0.195,0.975
1.295,-0.123,0.21,0.036,0.193,0.976
1.278,-0.157,0.245,0.034,0.193,0.974
1.207,-0.14,0.245,0.034,0.196,0.975
1.242,-0.228,0.245,0.037,0.194,0.976
1.155,-0.192,0.245,0.039,0.195,0.976
1.173,-0.245,0.228,0.035,0.193,0.975
1.138,-0.21,0.262,0.039,0.192,0.976
1.26,-0.192,0.175,0.036,0.194,0.976
1.155,-0.105,0.245,0.036,0.194,0.975
1.225,-0.192,0.228,0.035,0.192,0.974
1.242,-0.175,0.298,0.037,0.193,0.972
1.207,-0.21,0.228,0.037,0.192,0.975
1.207,-0.21,0.228,0.038,0.193,0.974
1.26,-0.228,0.245,0.039,0.194,0.975
1.207,-0.245,0.28,0.036,0.194,0.976
1.225,-0.21,0.228,0.038,0.192,0.977
1.278,-0.228,0.228,0.035,0.192,0.976
1.225,-0.192,0.21,0.037,0.194,0.975
1.347,-0.192,0.28,0.039,0.196,0.972
1.278,-0.14,0.21,0.036,0.194,0.977
1.295,-0.14,0.21,0.035,0.194,0.976
1.312,-0.228,0.228,0.033,0.192,0.975
1.155,-0.157,0.228,0.037,0.195,0.973
1.12,-0.157,0.28,0.035,0.194,0.976
1.155,-0.175,0.262,0.038,0.194,0.974
1.242,-0.192,0.21,0.038,0.191,0.976
1.155,-0.157,0.192,0.036,0.194,0.976
1.26,-0.192,0.298,0.036,0.192,0.976
1.225,-0.21,0.175,0.037,0.192,0.974
1.295,-0.192,0.157,0.037,0.194,0.975
1.19,-0.192,0.245,0.036,0.194,0.976
1.295,-0.175,0.245,0.039,0.195,0.977
1.278,-0.21,0.228,0.035,0.195,0.976
1.138,-0.192,0.262,0.038,0.191,0.976
1.173,-0.157,0.228,0.037,0.195,0.975
1.295,-0.175,0.21,0.039,0.195,0.973
1.312,-0.192,0.262,0.037,0.193,0.976
